Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Asheboro Country Club Lake Dam,NC00454,"Asheboro Country Club and Event Center, LLC",Private,,,Recreation,35.7223,-79.9222,North Carolina,Randolph,Farmer,8,"North Carolina, Congressional District 09",,Yes,No,,26,30,30,25-50 feet,680,,1947,1940-1949,,273,273,189,19.3,0.5,492,None,,,1/27/2025,2/2/2023,,High,Fair,2/2/2023,,,No,,No,https://damsafety.org/north-carolina
Buckley Creek 4-B,NE00118,Little Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.10667957,-97.29184287,Nebraska,Jefferson,ENDICOTT                    ,16,"Nebraska, Congressional District 03",,Yes,No,40,36,40,40,25-50 feet,933,53668,1962,1960-1969,,723.2,723.2,138,27,1.8,2320,,,,1/30/2024,5/2/2023,3,Significant,Satisfactory,5/2/2023,,,Not Required,,No,https://damsafety.org/nebraska
Third Creek Watershed Dam #10,NC00146,The Ellis Bypass Trust,Private,USDA NRCS,,Flood Risk Reduction,35.8158,-81.0209,North Carolina,Iredell,Statesville,4,"North Carolina, Congressional District 10",,Yes,No,,10,33,33,25-50 feet,407,,1957,1950-1959,,279,279,20,33,1.6,495,,,,1/27/2025,10/21/2020,,Low,Not Rated,10/21/2020,,,Yes,10/15/2009,No,https://damsafety.org/north-carolina
Alberty Dam,NC04293,Richard V Lawson,Private,,,Recreation,36.3219,-80.718,North Carolina,Surry,Rockford,9,"North Carolina, Congressional District 05",,Yes,No,,15,17,17,Less than 25 feet,180,,,Undetermined,,13.4,13.4,12,2,0.09,138,None,,,1/27/2025,1/17/2024,,High,Fair,1/17/2024,,,No,,No,https://damsafety.org/north-carolina
Wilson Creek 12-6,NE00906,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.75653749,-96.13577348,Nebraska,Otoe,OTOE                        ,2,"Nebraska, Congressional District 03",,Yes,No,28,26,28,28,25-50 feet,617,17198,1973,1970-1979,,106,106,25,6,0.6,280,,,,1/30/2024,6/10/2021,5,Low,Satisfactory,6/10/2021,,,Not Required,,No,https://damsafety.org/nebraska
Chicken Springs Dam,NC06145,James C Williford,Private,,,Recreation,35.6885,-80.4464,North Carolina,Rowan,,,"North Carolina, Congressional District 08",,Yes,No,,2,19,19,Less than 25 feet,,,,Undetermined,,9,9,8,2.5,0.11,,,,,1/27/2025,9/20/2023,,High,Unsatisfactory,9/20/2023,,,Yes,1/1/2024,No,https://damsafety.org/north-carolina
Fordville Dam,ND00386,Grand Forks County WRB,Local Government,USDA NRCS,No,Flood Risk Reduction,48.17857,-97.75499,North Dakota,Grand Forks,Forest R.Colony,4,"North Dakota, Congressional District 00",,Yes,No,54,,,54,51-100 feet,1875,316690,1978,1970-1979,1984H,10703.4,10703.4,2185.6,197.1,41.5,,Uncontrolled,400,Slide (sluice gate)1,2/16/2023,8/31/2021,,High,Poor,2/2/2023,,,Yes,9/1/2010,No,https://damsafety.org/north-dakota
Plum Creek 3-A,NE00782,Lower Big Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.08256905,-96.46193304,Nebraska,Pawnee,LIBERTY                     ,1,"Nebraska, Congressional District 03",,Yes,No,29,28,35,35,25-50 feet,595,34339,1971,1970-1979,,340,340,73,14,0.8,1016,,,,1/30/2024,6/23/2022,5,Low,Satisfactory,6/23/2022,,,Not Required,,No,https://damsafety.org/nebraska
Bowman-Spring Branch 1-C,NE00445,Little Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.03317133,-97.51204057,Nebraska,Thayer,HUBBELL                     ,2,"Nebraska, Congressional District 03",,Yes,No,36,35,40,40,25-50 feet,1190,75407,1961,1960-1969,,1371.5,1371.5,215,36.4,4.3,1435,,,,1/30/2024,4/13/2021,5,Low,Fair,4/13/2021,,,Not Required,,No,https://damsafety.org/nebraska
Wilson Creek 9-6,NE00874,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.72882795,-96.16977758,Nebraska,Otoe,OTOE                        ,3,"Nebraska, Congressional District 03",,Yes,No,27,25,27,27,25-50 feet,580,16900,1965,1960-1969,,82,82,22,6,0.5,307,,,,1/30/2024,3/30/2021,5,Low,Satisfactory,3/30/2021,,,Not Required,,No,https://damsafety.org/nebraska
Wilson Creek 4-15,NE00870,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.63930358,-96.04844549,Nebraska,Otoe,LORTON                      ,3,"Nebraska, Congressional District 03",,Yes,No,30,30,33,33,25-50 feet,891,35200,1965,1960-1969,,168,168,35,9,0.8,529,,,,1/30/2024,5/19/2022,5,Low,Satisfactory,5/19/2022,,,Not Required,,No,https://damsafety.org/nebraska
,ND01130,"West Dakota Water, LLC",Private,Deloss Hammon PE-7774,,Other,48.150802,-103.308379,North Dakota,Williams,,,"North Dakota, Congressional District 00",,Yes,No,34,,,34,25-50 feet,,,,Undetermined,,176.61,176.61,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
Lambs Lake Dam,ND00343,US FISH AND WILDLIFE SERVICE,Federal,FWS,No,Fish and Wildlife Pond,47.933891,-98.069168,North Dakota,Nelson,,,"North Dakota, Congressional District 00",,Yes,Yes,9,9,10,10,Less than 25 feet,692,9100,1930,1930-1939,2012H;2012S,1155,1155,382,123.4,28.5,1895,Uncontrolled,89,Other Controlled,5/21/2021,8/20/2015,5,Low,Satisfactory,8/20/2015,,,Not Required,,No,https://www.fws.gov/
Kaymoore Dam,NC06118,"Kaymoore Homeowners Association, Inc.",Private,,,Recreation,36.0126,-80.2776,North Carolina,Forsyth,,,"North Carolina, Congressional District 05",,Yes,No,,10,12,12,Less than 25 feet,247,,,Undetermined,,9,9,7,1.9,0.03,,Controlled,,,1/27/2025,1/25/2024,,High,Fair,1/25/2024,,,Yes,1/1/2022,No,https://damsafety.org/north-carolina
Cottonwood Creek 32-A,NE00253,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.27036237,-96.73697073,Nebraska,Saunders,MALMO                       ,1,"Nebraska, Congressional District 02",,Yes,No,27,26,30,30,25-50 feet,936,43382,1972,1970-1979,,306,306,71,15,0.7,1029,,,,1/30/2024,6/29/2021,5,Low,Satisfactory,6/29/2021,,,Not Required,,No,https://damsafety.org/nebraska
Dry Creek 8-B,NE00554,Middle Republican Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.2549267,-100.3545534,Nebraska,Red Willow,BARTLEY                     ,3,"Nebraska, Congressional District 03",,Yes,No,29,27,31,31,25-50 feet,411,20133,1959,1950-1959,,355,355,10,4,2.3,1900,,,,1/30/2024,5/16/2019,5,Low,Satisfactory,5/16/2019,,,Not Required,,No,https://damsafety.org/nebraska
Sycamore Ridge Dam,NC06025,"Sycamore Ridge Homeowners Association, Inc.",Private,,,Recreation,35.46,-80.5791,North Carolina,Cabarrus,,,"North Carolina, Congressional District 12",,Yes,No,,13,15,15,Less than 25 feet,282,,,Undetermined,,8,8,7,1.3,0.02,,Controlled,,,1/27/2025,1/4/2024,,High,Fair,1/4/2024,,,No,,No,https://damsafety.org/north-carolina
Rock Dam 2,ND00811,US FISH AND WILDLIFE SERVICE,Federal,US FISH AND WILDLIFE SERVICE,No,Fish and Wildlife Pond,48.588699,-100.585503,North Dakota,McHenry,,,"North Dakota, Congressional District 00",,Yes,Yes,8,7,8,8,Less than 25 feet,10682,148215,1936,1930-1939,,1532,1532,1257,462.13,3.83,1114,,,Other Controlled,5/21/2021,9/30/2020,5,Low,Fair,9/30/2020,,,Not Required,,No,https://www.fws.gov/
Wilson Creek 1-10,NE00863,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.61464512,-95.98017249,Nebraska,Otoe,LORTON                      ,3,"Nebraska, Congressional District 03",,Yes,No,31,30,33,33,25-50 feet,650,20000,1963,1960-1969,,68,68,23,5,0.4,286,,,,1/30/2024,6/3/2021,5,Low,Satisfactory,6/3/2021,,,Not Required,,No,https://damsafety.org/nebraska
Town of Sylva Water Supply Dam,NC06111,Town of Sylva,Local Government,,,Water Supply,35.4087,-83.1992,North Carolina,Jackson,Sylva,1.7,"North Carolina, Congressional District 11",,Yes,No,,26,29,29,25-50 feet,560,,1973,1970-1979,,17,17,0,1.5,,,,,,1/27/2025,1/19/2024,,High,Poor,1/19/2024,,,Yes,4/1/2023,No,https://damsafety.org/north-carolina
Governors Club Dam #8,NC06101,"Governor's Village POA, Inc.",Private,,,Other,35.8486,-79.0242,North Carolina,Chatham,,,"North Carolina, Congressional District 09",,Yes,No,,,,0,Undetermined,,,1997,1990-1999,,0,,,,,,,,,1/27/2025,11/16/2023,,High,Fair,11/16/2023,,,Yes,10/1/2023,No,https://damsafety.org/north-carolina
Wayne Horne Dam,NC05234,Wayne A Horne,Private,,,Recreation,35.2358,-82.0629,North Carolina,Polk,,,"North Carolina, Congressional District 11",,Yes,No,,20,25,25,25-50 feet,475,,1993,1990-1999,,20,20,0,2,0.19,,None,,,1/27/2025,3/16/2023,,Low,Satisfactory,3/16/2023,,,No,,No,https://damsafety.org/north-carolina
,ND00977,Carlisle Dairy LLLP,Private,"DeHann, Grabs & Associated, LLC",,Other,48.85627,-97.37858,North Dakota,Pembina,,,"North Dakota, Congressional District 00",,Yes,No,8,,,8,Less than 25 feet,,,,Undetermined,,76.7,76.7,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
,ND00972,City of Kulm,Local Government,"Moore Engineering, Inc.",,Other,46.29911,-98.92507,North Dakota,LaMoure,,,"North Dakota, Congressional District 00",,Yes,No,10,,,10,Less than 25 feet,,,,Undetermined,,97.4,97.4,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
Upper Big Nemaha L-10,NE00538,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.55533413,-96.4752756,Nebraska,Lancaster,STERLING                    ,9,"Nebraska, Congressional District 01",,Yes,No,22,21,27,27,25-50 feet,648,20951,1968,1960-1969,,103,103,28,7,0.5,595,,,,1/30/2024,5/21/2020,5,Low,Satisfactory,5/21/2020,,,Not Required,,No,https://damsafety.org/nebraska
Bellwood 6-E,NE00024,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.30806853,-97.24047986,Nebraska,Butler,BELLWOOD                    ,3,"Nebraska, Congressional District 01",,Yes,No,27,27,30,30,25-50 feet,262,14260,1969,1960-1969,,137,137,22,5,0.5,1084,,,,1/30/2024,9/21/2021,3,Significant,Satisfactory,9/21/2021,,,Not Required,,No,https://damsafety.org/nebraska
,ND01004,City of Rolla,Local Government,Interstate,,Other,48.84148,-99.60798,North Dakota,Rolette,,,"North Dakota, Congressional District 00",,Yes,No,9,,,9,Less than 25 feet,,,,Undetermined,,166,166,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
,ND01003,City of Rolla,Local Government,Interstete,,Other,48.84148,-99.60798,North Dakota,Rolette,,,"North Dakota, Congressional District 00",,Yes,No,9,,,9,Less than 25 feet,,,,Undetermined,,166,166,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
Upper Salt Creek 10-4,NE00520,Lower Platte South Natural Resources District,Local Government,USDA NRCS,No,Other,40.58558766,-96.55730191,Nebraska,Lancaster,HICKMAN                     ,5,"Nebraska, Congressional District 01",,Yes,No,19,18,20,20,Less than 25 feet,633,12526,1959,1950-1959,,55,55,19,5,0.4,30,,,,1/30/2024,6/14/2021,5,Low,Satisfactory,6/14/2021,,,Not Required,,No,https://damsafety.org/nebraska
Ziegler Creek Z-16,NE00900,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Other,40.64714643,-96.20603233,Nebraska,Otoe,SYRACUSE                    ,1,"Nebraska, Congressional District 03",,Yes,No,42,42,42,42,25-50 feet,917,51680,1970,1970-1979,,813,813,165,37,1.8,2223,,,,1/30/2024,9/26/2019,5,Low,Satisfactory,9/26/2019,,,Not Required,,No,https://damsafety.org/nebraska
Sutton Dam,NC05210,"Sutton Springs Community Association, Inc.",Private,,,"Fire Protection, Stock, Or Small Fish Pond",35.6625,-78.5981,North Carolina,Wake,,,"North Carolina, Congressional District 13",,Yes,No,,,17,17,Less than 25 feet,,,,Undetermined,,0,,,,,,,,,1/27/2025,2/1/2023,,High,Fair,2/1/2023,,,No,,No,https://damsafety.org/north-carolina
Swedeburg 2b-2f,NE00048,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Other,41.15660149,-96.62470999,Nebraska,Saunders,ITHACA                      ,6,"Nebraska, Congressional District 02",,Yes,No,22,20,26,26,25-50 feet,597,18000,1957,1950-1959,,66.4,66.4,8.3,2.8,0.6,511,,,,1/30/2024,6/1/2022,5,Low,Satisfactory,6/1/2022,,,Not Required,,No,https://damsafety.org/nebraska
Lake Johnston Dam,NC04143,"Deercroft SD Homeowners and Recreation Assc., Inc.",Private,,,Recreation,34.9662,-79.437,North Carolina,Scotland,,,"North Carolina, Congressional District 09",Lumbee SDTSA,Yes,No,,27,33,33,25-50 feet,1500,,1980,1980-1989,,1188,1188,972,90,1.46,,None,,,1/27/2025,12/14/2021,,Low,Fair,12/14/2021,,,No,,No,https://damsafety.org/north-carolina
Swedeburg B-3,NE00045,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.17357297,-96.61402206,Nebraska,Saunders,ITHACA                      ,5,"Nebraska, Congressional District 02",,Yes,No,26,24,33,33,25-50 feet,1100,38897,1954,1950-1959,,340,340,10,4,2.4,2250,,,,1/30/2024,5/10/2023,5,Low,Satisfactory,5/10/2023,,,Not Required,,No,https://damsafety.org/nebraska
Sparrow Springs Lake Dam,NC01681,James W. Isbill Heirs,Private,,,Recreation,35.188,-81.2912,North Carolina,Gaston,"Red River, SC",34,"North Carolina, Congressional District 14",,Yes,No,,23,28,28,25-50 feet,256,,,Undetermined,,60,60,,8,0.4,,Controlled,,,1/27/2025,2/1/2024,,High,Fair,2/1/2024,,,No,,No,https://damsafety.org/north-carolina
,ND01053,City of Northwood,Local Government,"KBM, Inc.",,Other,47.70019,-97.58298,North Dakota,Grand Forks,,,"North Dakota, Congressional District 00",,Yes,No,11,,,11,Less than 25 feet,,,,Undetermined,,55.2,55.2,,,,,,,,2/16/2023,,,Undetermined,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
Plum Creek 6-A,NE00766,Lower Big Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.12746994,-96.33109781,Nebraska,Pawnee,BURCHARD                    ,2,"Nebraska, Congressional District 03",,Yes,No,27,25,32,32,25-50 feet,737,29164,1964,1960-1969,,490,490,111,28,1.5,1900,,,,1/30/2024,6/6/2022,5,Low,Poor,6/6/2022,,,Not Required,,No,https://damsafety.org/nebraska
Ross Creek Dam,NC01918,NC Department of Transportation,State,,,Flood Risk Reduction,35.5950185,-82.53049,North Carolina,Buncombe,,,"North Carolina, Congressional District 11",,Yes,No,,,28,28,25-50 feet,153,,,Undetermined,,15,15,,3.5,,,,,,3/17/2025,5/18/2009,,High,Fair,5/18/2009,,,No,,No,https://damsafety.org/north-carolina
Camp Merrimac Dam,NC01909,"Merri-Mac Properties, LLC",Private,,,Recreation,35.6357,-82.3182,North Carolina,Buncombe,Black Mountain,0,"North Carolina, Congressional District 11",,Yes,No,,23,25,25,25-50 feet,372,,,Undetermined,,10,10,8,1,,,,,,1/27/2025,3/15/2023,,High,Satisfactory,3/15/2023,,,No,,No,https://damsafety.org/north-carolina
Upper Turtle River Flood Ret. 8,ND00390,Grand Forks County WRB,Local Government,USDA NRCS,No,Flood Risk Reduction,47.931483,-97.74518,North Dakota,Grand Forks,Larimore,8,"North Dakota, Congressional District 00",,Yes,No,35,,,35,25-50 feet,0,104596,1973,1970-1979,2007,1190,1190,52,11,5.3,,Uncontrolled,200,,2/16/2023,6/13/2013,,Significant,Not Rated,,,,Yes,2/1/2013,No,https://damsafety.org/north-dakota
Sugar Mountain Dam,NC01859,"Sugar Mountain Ski Resort, LLC",Private,,,Other,36.1304,-81.8549,North Carolina,Avery,Banner Elk,3,"North Carolina, Congressional District 05",,Yes,No,,27,32,32,25-50 feet,370,,,Undetermined,,11,11,8,0.7,,,,,,1/27/2025,4/29/2024,,High,Satisfactory,4/29/2024,,,No,,No,https://damsafety.org/north-carolina
Brushy Creek Dam #8,NC01852,"Sibelco North America, Inc.",Private,,,Other,35.9393,-81.9957,North Carolina,Avery,Spruce Pine,5,"North Carolina, Congressional District 05",,Yes,No,,25,28,28,25-50 feet,1717,,1965,1960-1969,,150,150,150,10,0.05,,,,,1/27/2025,3/25/2022,,High,Satisfactory,3/25/2022,,,Yes,8/1/2024,No,https://damsafety.org/north-carolina
Cottonwood Creek 23-A,NE00058,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.24433304,-96.69860744,Nebraska,Saunders,WAHOO                       ,5,"Nebraska, Congressional District 02",,Yes,No,28,28,41,41,25-50 feet,934,39404,1970,1970-1979,,313,313,75,12,0.8,1016,,,,1/30/2024,6/28/2021,5,Low,Satisfactory,6/28/2021,,,Not Required,,No,https://damsafety.org/nebraska
Cottonwood Creek 8-D,NE00057,Lower Platte North Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.25275065,-96.64940487,Nebraska,Saunders,WAHOO                       ,3,"Nebraska, Congressional District 02",,Yes,No,27,26,37,37,25-50 feet,1110,46104,1968,1960-1969,,753,753,186,36,1.9,1327,,,,1/30/2024,6/29/2021,5,Low,Satisfactory,6/29/2021,,,Not Required,,No,https://damsafety.org/nebraska
Hillcrest Lake Dam,NC05313,Michelle Segrave,Private,,,Recreation,35.275908,-77.6343163,North Carolina,Lenoir,,0,"North Carolina, Congressional District 03",,Yes,No,,10,13,13,Less than 25 feet,3333,,,Undetermined,,62,62,48,12,,,,,,3/17/2025,11/20/2024,,High,Fair,11/20/2024,,,No,,No,https://damsafety.org/north-carolina
Taylor Lake Dam,NC01252,"Taylor Land Company, LLC",Private,,,Recreation,35.4688,-82.4661,North Carolina,Buncombe,Fletcher,4,"North Carolina, Congressional District 11",,Yes,No,,20,25,25,25-50 feet,270,,,Undetermined,,50,50,25,5,,,,,,1/27/2025,2/28/2022,,Low,Satisfactory,2/28/2022,,,No,,No,https://damsafety.org/north-carolina
Earth Movers Dam Lower,NC03163,"JNG Family Properties, LLC",Private,,,Recreation,35.7113,-81.0446,North Carolina,Iredell,,,"North Carolina, Congressional District 10",,Yes,No,,30,35,35,25-50 feet,400,,,Undetermined,1986,127,127,74,7.1,0.34,538,None,,,1/27/2025,4/19/2023,,High,Fair,4/19/2023,,,Yes,10/1/2023,No,https://damsafety.org/north-carolina
Lake Tabor Dam,NC01196,Town of Tabor City,Local Government,,,Recreation,34.1594,-78.8586,North Carolina,Columbus,,,"North Carolina, Congressional District 07",,Yes,No,,,15,15,Less than 25 feet,,,1999,1990-1999,,1700,1700,590,172,10.28,,,,,1/27/2025,8/12/2024,,High,Not Rated,8/12/2024,,,Yes,5/1/2024,No,https://damsafety.org/north-carolina
University Lake Dam,NC00782,Orange Water and Sewer Authority,Local Government,,,Water Supply,35.8966,-79.0922,North Carolina,Orange,Carrboro,1,"North Carolina, Congressional District 04",,Yes,No,,31,39,39,25-50 feet,835,,1932,1930-1939,,4836,4836,4030,213,29.8,,,,,1/27/2025,7/14/2022,,High,Fair,7/14/2022,,,Yes,2/1/2015,No,https://damsafety.org/north-carolina
Eastwood Lake Dam,NC00781,Towne Properties Lake Forest Association,Private,,,Recreation,35.9463,-79.031,North Carolina,Orange,,,"North Carolina, Congressional District 04",,Yes,No,,18,19,19,Less than 25 feet,319,,1937,1930-1939,,330,330,250,47,4.43,650,,,,1/27/2025,11/29/2022,,High,Fair,11/29/2022,,,Yes,1/1/2022,No,https://damsafety.org/north-carolina
Hanks Dam,NC03193,"Chattooga Forest Association, Inc.",Private,,,Recreation,35.0876,-83.0873,North Carolina,Jackson,Bull Pen,6,"North Carolina, Congressional District 11",,Yes,No,,22,24,24,Less than 25 feet,110,,,Undetermined,,125,125,125,15,,,,,,1/27/2025,5/15/2023,,High,Poor,5/15/2023,,,Yes,12/1/2023,No,https://damsafety.org/north-carolina
Lake Roberta Dam,NC03191,R. S. Jones,Private,,,Recreation,35.0692,-83.0857,North Carolina,Jackson,,,"North Carolina, Congressional District 11",,Yes,No,,26,30,30,25-50 feet,155,,,Undetermined,,18,18,12,1.5,,,,,,1/27/2025,12/30/2022,,Low,Fair,12/30/2022,,,No,,No,https://damsafety.org/north-carolina
New Hope Fishing Lake East Dam,NC03107,Joni P Kinney,Private,,,Recreation,35.9775,-80.9417,North Carolina,Iredell,,,"North Carolina, Congressional District 10",,Yes,No,,21,24,24,Less than 25 feet,375,,,Undetermined,,48,48,36.9,4.5,0.15,418,Uncontrolled,,,1/27/2025,9/21/2023,,High,Poor,9/21/2023,,,Yes,2/9/2015,No,https://damsafety.org/north-carolina
Fraternal Order of Eagles Dam,NC01358,"Majico Dos, LLC",Private,USDA NRCS,,Recreation,35.3459,-81.8981,North Carolina,Rutherford,Forest City,2,"North Carolina, Congressional District 10",,Yes,No,,26,31,31,25-50 feet,575,,1945,1940-1949,,120,120,75,11,0.5,1320,,,,1/27/2025,1/10/2024,,Significant,Poor,1/10/2024,,,No,,No,https://damsafety.org/north-carolina
Palmetto Lake Upper Dam,NC01350,"Boy Scouts of America, Palmetto Area Council",Private,,,Recreation,35.2612,-82.3069,North Carolina,Polk,Pea Ridge,25,"North Carolina, Congressional District 11",,Yes,No,,30,38,38,25-50 feet,253,,,Undetermined,,110,110,60,7,,,,,,1/27/2025,3/14/2023,,Significant,Fair,3/14/2023,,,No,,No,https://damsafety.org/north-carolina
Horton Lake Dam #1,NC00663,Rocky D Horton,Private,,,Recreation,36.3057,-78.8916,North Carolina,Person,Red Mountain,6,"North Carolina, Congressional District 04",,Yes,No,,26,30,30,25-50 feet,700,,1970,1970-1979,,58,58,48,7,0.07,249,,,,1/27/2025,3/2/2021,,Low,Fair,3/2/2021,,,No,,No,https://damsafety.org/north-carolina
Roxboro Municipal Lake Dam,NC00658,City of Roxboro,Local Government,,,Recreation,36.4343,-79.0151,North Carolina,Person,Olive Hill,1.9,"North Carolina, Congressional District 04",,Yes,No,,27,33,33,25-50 feet,1000,,1955,1950-1959,,4125,4125,2450,224,10.11,5700,None,,,1/27/2025,10/29/2024,,High,Fair,10/29/2024,,,Yes,10/21/2015,No,https://damsafety.org/north-carolina
Grogan Estate Lake Dam,NC00572,Kristen N Tilley-Hudy,Private,,,Irrigation,36.409,-79.991,North Carolina,Rockingham,,,"North Carolina, Congressional District 06",,Yes,No,,18,20,20,Less than 25 feet,450,,1958,1950-1959,,56,56,50,7,0.11,396,Uncontrolled,,,1/27/2025,12/5/2023,,High,Fair,12/5/2023,,,No,,No,https://damsafety.org/north-carolina
Dobbins Pond Dam,NC01489,"Holcomb Cresote, Inc.",Private,,,Recreation,36.157,-80.668,North Carolina,Yadkin,Yadkinville,1,"North Carolina, Congressional District 05",,Yes,No,,21,30,30,25-50 feet,283,,,Undetermined,,322.1,227.1,322.1,27.3,,,None,,,1/27/2025,5/2/2019,,Low,Fair,5/2/2019,,,No,,No,https://damsafety.org/north-carolina
